City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
293,Namatanai,PG,80.82,overcast clouds,-3.6667,152.4333,Namatanai Hotel
294,Galesong,ID,84.2,few clouds,-5.3166,119.3661,Sapriadi Appy
295,Rajgarh,IN,75.36,clear sky,28.6333,75.3833,Nand Plaza Hotel & Bar
296,Nola,IT,55.0,overcast clouds,40.922,14.5329,Pamaran Hotel
297,Paciran,ID,82.09,overcast clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
298,Pontalina,BR,72.12,overcast clouds,-17.525,-49.4472,Hotel Entre Rios
299,Ikorodu,NG,87.46,broken clouds,6.6191,3.5041,Royal Kaft Hotel & Suites
300,Ibipeba,BR,71.28,broken clouds,-11.6408,-42.0111,Quitanda santos
301,Porto Santo,PT,60.8,few clouds,33.071999999999996,-16.3415,Hotel Porto Santo & Spa
302,Ambilobe,MG,91.69,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
303,Durgapur,IN,73.0,clear sky,23.4833,87.3167,OYO 23635 Sher E Bengal
304,Tupiza,BO,56.93,few clouds,-21.45,-65.7167,La Torre Hotel
305,Mwinilunga,ZM,70.39,light rain,-11.7358,24.4293,Kwakuwahi Lodge
306,Rincon,US,57.2,overcast clouds,32.296,-81.2354,Bent tree subdivision
307,Kingsland,US,57.99,broken clouds,30.8,-81.6898,Microtel Inn & Suites by Wyndham Kingsland
308,Marsh Harbour,BS,68.9,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
309,Paso De Los Toros,UY,66.87,overcast clouds,-32.8167,-56.5167,Complejo Isabelino
310,Waipawa,NZ,62.6,clear sky,-41.4122,175.5153,Tora Coastal Walk
311,Maldonado,UY,69.8,overcast clouds,-34.6667,-54.9167,La Cimarrona
